log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
15333,2023-04-15,59.21,520,173.6,5,"Struggled with the last few sets, might need more recovery.",8,284
15334,2023-09-09,80.79,427,131.3,9,"Struggled with the last few sets, might need more recovery.",2,474
15335,2023-04-15,97.16,630,175.2,10,"Standard workout, no special issues.",7,317
15336,2023-05-19,95.15,488,164.6,7,"Good pace, kept heart rate in the target zone.",1,426
15337,2023-04-16,101.45,813,120.8,7,"Standard workout, no special issues.",4,243
15338,2023-01-07,36.59,234,121.0,9,"Struggled with the last few sets, might need more recovery.",3,474
15339,2023-01-25,58.25,543,183.4,4,Crushed the personal records today!,2,188
15340,2023-09-24,110.01,879,139.1,6,"Solid session, increased weights on main exercises.",7,139
15341,2023-09-09,34.37,332,130.8,8,Felt a bit tired but completed the program.,1,162
15342,2023-02-17,98.74,587,164.0,9,Needs to work on breathing technique during heavy lifts.,6,223
15343,2023-02-23,114.04,850,160.6,9,"Good pace, kept heart rate in the target zone.",5,281
15344,2024-02-26,111.0,671,138.8,10,Excellent form throughout the entire workout.,4,332
15345,2023-04-10,50.16,408,120.6,3,"Great effort today, pushed through the fatigue.",8,212
15346,2023-09-15,108.25,787,173.1,3,"Solid session, increased weights on main exercises.",1,199
15347,2023-04-01,78.29,662,179.1,4,Felt a bit tired but completed the program.,5,94
15348,2024-01-13,108.63,671,134.0,3,"Good pace, kept heart rate in the target zone.",4,48
15349,2023-01-01,62.36,593,152.8,1,"Standard workout, no special issues.",3,411
15350,2023-08-13,62.62,513,121.3,3,"Good pace, kept heart rate in the target zone.",2,271
15351,2023-09-06,75.85,446,131.1,4,"Good pace, kept heart rate in the target zone.",2,372
15352,2023-01-22,50.64,260,182.8,2,"Standard workout, no special issues.",10,156
15353,2023-06-28,62.31,543,126.7,3,Excellent form throughout the entire workout.,1,327
15354,2023-05-29,97.95,753,155.1,3,Felt a bit tired but completed the program.,7,140
15355,2023-01-10,75.71,551,122.9,7,"Struggled with the last few sets, might need more recovery.",5,290
15356,2023-03-21,103.46,519,159.6,1,Felt a bit tired but completed the program.,1,170
15357,2024-01-25,85.14,482,149.8,10,"Standard workout, no special issues.",4,312
15358,2023-11-04,59.48,579,138.5,6,"Good pace, kept heart rate in the target zone.",8,102
15359,2023-07-21,108.57,1010,145.4,4,"Struggled with the last few sets, might need more recovery.",5,454
15360,2023-03-27,61.34,342,177.9,5,Crushed the personal records today!,2,270
15361,2024-01-03,31.38,268,119.2,8,Felt a bit tired but completed the program.,9,468
15362,2023-11-27,73.97,473,130.8,7,"A bit distracted, but finished the routine.",9,457
15363,2023-12-05,87.97,590,149.5,8,"Solid session, increased weights on main exercises.",5,129
15364,2023-02-28,39.0,309,157.6,3,Crushed the personal records today!,7,187
15365,2023-12-08,71.42,573,110.8,3,"Great effort today, pushed through the fatigue.",1,327
15366,2023-02-12,111.75,1019,163.8,10,"Good pace, kept heart rate in the target zone.",3,421
15367,2023-07-31,93.51,785,115.1,10,"Solid session, increased weights on main exercises.",8,190
15368,2024-02-04,111.05,582,140.8,5,Needs to work on breathing technique during heavy lifts.,10,294
15369,2023-02-03,68.78,654,143.7,3,"Struggled with the last few sets, might need more recovery.",4,158
15370,2023-05-16,72.0,418,115.4,7,"Standard workout, no special issues.",2,270
15371,2023-10-20,103.24,1021,114.3,9,"A bit distracted, but finished the routine.",5,186
15372,2023-02-01,58.3,479,127.7,5,"Struggled with the last few sets, might need more recovery.",2,229
15373,2023-12-01,55.97,287,172.0,8,"Solid session, increased weights on main exercises.",4,153
15374,2023-01-26,89.18,562,184.6,1,Felt a bit tired but completed the program.,6,172
15375,2023-05-30,90.88,783,146.0,10,"Great effort today, pushed through the fatigue.",10,255
15376,2023-04-03,113.51,568,183.3,5,"Great effort today, pushed through the fatigue.",6,365
15377,2023-10-16,47.66,383,155.6,9,"Struggled with the last few sets, might need more recovery.",4,249
15378,2023-11-27,54.9,514,170.9,2,Excellent form throughout the entire workout.,1,143
15379,2024-01-23,104.03,854,140.3,2,Excellent form throughout the entire workout.,6,8
15380,2023-01-23,59.07,420,121.9,10,Felt a bit tired but completed the program.,5,324
15381,2023-02-20,71.64,637,176.5,1,Excellent form throughout the entire workout.,10,400
15382,2023-09-21,31.54,283,124.2,10,"Great effort today, pushed through the fatigue.",1,250
15383,2023-07-23,47.62,387,120.3,10,"Standard workout, no special issues.",2,258
15384,2023-08-27,79.55,786,121.3,5,Excellent form throughout the entire workout.,5,39
15385,2023-12-19,76.29,618,143.8,7,"Great effort today, pushed through the fatigue.",3,380
15386,2023-04-21,90.22,728,179.3,1,"Solid session, increased weights on main exercises.",9,483
15387,2023-05-02,31.32,160,152.5,1,"Great effort today, pushed through the fatigue.",6,313
15388,2023-01-08,103.69,585,136.2,6,Felt a bit tired but completed the program.,5,237
15389,2023-03-09,63.4,435,163.3,1,"Good pace, kept heart rate in the target zone.",2,275
15390,2023-09-24,82.54,561,150.0,2,Felt a bit tired but completed the program.,2,57
15391,2023-10-07,45.74,277,183.2,2,"Struggled with the last few sets, might need more recovery.",7,103
15392,2023-10-31,31.87,247,184.2,1,"Standard workout, no special issues.",9,238
15393,2024-01-16,54.18,332,122.2,6,"Struggled with the last few sets, might need more recovery.",2,328
15394,2023-03-06,85.73,620,125.4,5,"Struggled with the last few sets, might need more recovery.",5,150
15395,2023-12-28,47.49,350,110.1,1,"Struggled with the last few sets, might need more recovery.",5,352
15396,2023-11-26,92.53,617,152.8,4,"Solid session, increased weights on main exercises.",8,74
15397,2023-08-18,115.41,592,145.6,1,"Good pace, kept heart rate in the target zone.",3,239
15398,2024-02-27,46.16,457,183.2,2,"Standard workout, no special issues.",9,250
15399,2023-01-09,63.59,423,168.1,5,Needs to work on breathing technique during heavy lifts.,5,108
15400,2023-04-06,57.67,325,126.2,5,"A bit distracted, but finished the routine.",4,60
15401,2023-04-16,50.05,294,128.3,2,"Great effort today, pushed through the fatigue.",4,280
15402,2024-02-16,78.48,602,123.0,8,"Good pace, kept heart rate in the target zone.",5,91
15403,2023-02-03,57.9,311,129.7,1,"Great effort today, pushed through the fatigue.",10,111
15404,2024-02-13,50.2,320,132.8,4,"Solid session, increased weights on main exercises.",4,451
15405,2023-01-29,100.68,938,121.4,8,"Great effort today, pushed through the fatigue.",2,106
15406,2023-07-17,109.64,1085,160.9,8,Felt a bit tired but completed the program.,3,407
15407,2023-01-06,61.42,492,163.2,10,"Good pace, kept heart rate in the target zone.",9,469
15408,2023-01-12,102.92,534,169.9,4,Crushed the personal records today!,1,312
15409,2023-05-08,61.16,372,158.9,1,Crushed the personal records today!,6,181
15410,2023-01-04,67.6,415,112.9,6,"Standard workout, no special issues.",10,39
15411,2023-09-14,61.4,561,141.3,10,"Solid session, increased weights on main exercises.",4,444
15412,2023-05-29,109.87,805,151.6,6,"Struggled with the last few sets, might need more recovery.",1,423
15413,2023-09-10,78.76,523,174.6,2,"Great effort today, pushed through the fatigue.",2,384
15414,2023-01-14,78.32,654,135.8,8,"Standard workout, no special issues.",9,476
15415,2023-11-26,32.46,310,133.1,8,"Great effort today, pushed through the fatigue.",7,249
15416,2024-01-12,70.42,363,149.0,4,"A bit distracted, but finished the routine.",4,470
15417,2023-09-24,91.0,681,159.2,5,"Standard workout, no special issues.",6,320
15418,2023-07-31,47.39,432,116.4,2,"Struggled with the last few sets, might need more recovery.",9,340
15419,2023-11-08,78.55,553,180.0,10,"A bit distracted, but finished the routine.",10,44
15420,2023-07-01,45.62,390,152.2,5,Crushed the personal records today!,9,261
15421,2023-03-09,35.93,229,126.3,10,"Struggled with the last few sets, might need more recovery.",4,352
15422,2023-11-23,84.9,750,136.7,9,"Great effort today, pushed through the fatigue.",10,200
15423,2023-12-26,70.56,522,158.9,7,"Struggled with the last few sets, might need more recovery.",1,298
15424,2023-03-29,53.49,410,134.0,9,"Solid session, increased weights on main exercises.",4,381
15425,2023-11-03,65.13,501,110.1,9,Crushed the personal records today!,4,321
15426,2023-08-29,114.06,592,161.0,10,"Struggled with the last few sets, might need more recovery.",10,448
15427,2023-10-04,92.71,501,118.7,10,"Struggled with the last few sets, might need more recovery.",7,369
15428,2023-11-08,77.7,407,113.9,7,"Struggled with the last few sets, might need more recovery.",10,356
15429,2023-05-03,52.81,373,184.9,9,Needs to work on breathing technique during heavy lifts.,7,173
15430,2023-06-16,71.04,582,111.2,9,"Great effort today, pushed through the fatigue.",10,247
15431,2023-07-08,36.13,225,149.5,2,Excellent form throughout the entire workout.,2,324
15432,2023-02-23,37.59,347,182.6,6,"A bit distracted, but finished the routine.",8,257
15433,2024-01-14,56.56,435,179.8,2,"Struggled with the last few sets, might need more recovery.",4,465
15434,2023-05-29,81.83,667,130.4,7,Excellent form throughout the entire workout.,6,493
15435,2023-06-20,84.92,623,155.2,5,"Good pace, kept heart rate in the target zone.",2,495
15436,2024-01-12,96.43,814,150.0,5,"A bit distracted, but finished the routine.",8,446
15437,2023-05-02,32.47,257,179.3,6,"Great effort today, pushed through the fatigue.",8,273
15438,2023-06-18,79.46,679,157.7,7,Needs to work on breathing technique during heavy lifts.,9,221
15439,2023-09-26,55.48,410,158.6,9,Needs to work on breathing technique during heavy lifts.,2,77
15440,2023-12-15,80.96,726,150.7,9,"Good pace, kept heart rate in the target zone.",1,220
15441,2023-08-08,53.01,416,121.1,5,Needs to work on breathing technique during heavy lifts.,7,490
15442,2024-01-28,63.43,474,159.6,3,"Good pace, kept heart rate in the target zone.",6,45
15443,2023-12-16,82.74,458,151.5,8,Felt a bit tired but completed the program.,2,262
15444,2023-12-09,91.56,761,112.4,3,Excellent form throughout the entire workout.,6,500
15445,2023-11-30,48.73,360,110.6,9,"Good pace, kept heart rate in the target zone.",4,309
15446,2023-06-28,33.64,288,123.2,3,"Solid session, increased weights on main exercises.",6,166
15447,2023-04-30,37.81,372,182.7,10,"A bit distracted, but finished the routine.",10,204
15448,2023-11-25,46.9,332,126.4,8,Needs to work on breathing technique during heavy lifts.,6,328
15449,2023-08-16,119.75,1111,121.8,2,"Solid session, increased weights on main exercises.",1,77
15450,2023-11-06,83.16,830,130.7,5,Needs to work on breathing technique during heavy lifts.,9,100
15451,2023-10-23,59.16,444,129.5,1,Crushed the personal records today!,8,268
15452,2023-04-30,70.48,591,114.0,1,Crushed the personal records today!,10,69
15453,2023-07-21,80.1,683,176.2,9,"Solid session, increased weights on main exercises.",3,140
15454,2023-02-17,104.06,936,118.2,6,Crushed the personal records today!,5,375
15455,2024-02-02,34.54,280,132.8,8,"A bit distracted, but finished the routine.",9,84
15456,2023-01-24,84.02,452,110.6,4,Felt a bit tired but completed the program.,4,349
15457,2023-09-12,64.04,535,147.8,9,Excellent form throughout the entire workout.,8,8
15458,2023-11-06,57.93,328,123.2,10,"Great effort today, pushed through the fatigue.",10,82
15459,2023-09-01,85.8,745,131.3,4,Crushed the personal records today!,8,16
15460,2023-08-08,79.97,541,127.8,7,"Struggled with the last few sets, might need more recovery.",6,44
15461,2023-07-18,99.45,581,179.4,9,"Standard workout, no special issues.",7,476
15462,2023-12-18,91.89,742,163.7,4,Needs to work on breathing technique during heavy lifts.,10,44
15463,2023-03-10,102.51,542,156.6,1,"Solid session, increased weights on main exercises.",3,374
15464,2023-08-12,97.48,943,183.6,4,"Standard workout, no special issues.",6,67
15465,2023-11-11,58.83,320,163.1,7,"A bit distracted, but finished the routine.",3,401
15466,2023-10-16,86.45,741,152.9,5,Excellent form throughout the entire workout.,6,339
15467,2023-06-03,106.64,660,165.4,1,"Good pace, kept heart rate in the target zone.",1,491
15468,2023-06-30,40.07,230,166.1,4,"Great effort today, pushed through the fatigue.",7,366
15469,2023-05-22,42.6,251,141.9,6,Felt a bit tired but completed the program.,5,473
15470,2024-02-03,100.43,894,167.4,2,"Solid session, increased weights on main exercises.",1,151
15471,2023-08-27,35.82,281,181.9,2,Excellent form throughout the entire workout.,9,180
15472,2023-11-23,46.55,421,147.6,1,"Standard workout, no special issues.",9,63
15473,2023-12-21,109.21,1068,165.5,3,"Good pace, kept heart rate in the target zone.",8,255
15474,2023-07-28,47.21,389,144.8,5,"Standard workout, no special issues.",6,371
15475,2023-09-30,89.87,841,179.0,9,"Good pace, kept heart rate in the target zone.",9,85
15476,2023-06-17,91.14,883,155.3,10,Excellent form throughout the entire workout.,8,75
15477,2024-01-23,94.83,817,168.5,2,Excellent form throughout the entire workout.,3,273
15478,2024-01-12,76.2,681,118.7,10,"Struggled with the last few sets, might need more recovery.",8,181
15479,2023-11-22,40.17,378,154.2,10,Excellent form throughout the entire workout.,5,194
15480,2024-02-04,86.09,615,141.0,1,"Good pace, kept heart rate in the target zone.",5,113
15481,2024-01-21,80.9,513,132.1,7,Felt a bit tired but completed the program.,3,167
15482,2024-02-04,111.47,834,177.5,1,Excellent form throughout the entire workout.,5,353
15483,2024-01-15,40.25,302,137.8,3,Excellent form throughout the entire workout.,5,101
15484,2023-02-14,31.41,236,123.2,8,"Good pace, kept heart rate in the target zone.",3,251
15485,2023-05-01,109.95,1020,160.4,9,Needs to work on breathing technique during heavy lifts.,7,216
15486,2023-03-09,46.56,298,153.0,10,"Struggled with the last few sets, might need more recovery.",7,74
15487,2023-09-02,60.66,552,156.9,8,"Solid session, increased weights on main exercises.",5,227
15488,2023-10-21,85.54,467,157.9,6,Felt a bit tired but completed the program.,1,109
15489,2023-03-11,51.99,414,161.2,5,Crushed the personal records today!,5,183
15490,2023-07-02,75.72,599,177.2,8,Felt a bit tired but completed the program.,9,133
15491,2023-07-07,70.3,581,116.0,7,"Struggled with the last few sets, might need more recovery.",1,422
15492,2023-01-23,32.94,185,156.5,8,Needs to work on breathing technique during heavy lifts.,3,464
15493,2023-11-25,34.76,299,178.6,1,Excellent form throughout the entire workout.,9,99
15494,2024-01-18,105.53,646,151.1,8,"Great effort today, pushed through the fatigue.",9,286
15495,2024-01-27,107.18,729,134.9,5,Excellent form throughout the entire workout.,7,96
15496,2023-08-16,75.98,418,133.3,9,"Standard workout, no special issues.",8,374
15497,2023-05-06,41.44,326,132.8,6,Needs to work on breathing technique during heavy lifts.,2,386
15498,2023-03-31,61.87,480,133.6,8,"Standard workout, no special issues.",7,119
15499,2023-03-09,71.86,658,121.3,8,"Great effort today, pushed through the fatigue.",2,412
15500,2023-01-15,108.33,669,154.3,4,"Good pace, kept heart rate in the target zone.",3,499
15501,2023-08-20,65.47,608,146.6,8,"Struggled with the last few sets, might need more recovery.",5,139
15502,2023-03-20,46.36,289,136.5,7,"Great effort today, pushed through the fatigue.",10,466
15503,2023-10-15,98.15,757,175.6,9,"A bit distracted, but finished the routine.",7,72
15504,2023-11-20,104.01,940,164.0,1,Felt a bit tired but completed the program.,7,276
15505,2023-05-29,63.69,487,138.8,1,"Standard workout, no special issues.",4,102
15506,2023-07-20,65.2,628,181.1,8,"Great effort today, pushed through the fatigue.",3,402
15507,2023-09-21,110.44,747,117.7,6,"Good pace, kept heart rate in the target zone.",4,362
15508,2024-02-25,74.72,511,130.5,4,"Great effort today, pushed through the fatigue.",8,124
15509,2023-10-17,59.95,301,174.5,5,Crushed the personal records today!,5,273
15510,2023-08-08,95.96,746,176.8,1,"Standard workout, no special issues.",1,140
15511,2023-06-03,44.93,289,170.6,7,"Great effort today, pushed through the fatigue.",6,382
15512,2023-12-27,82.42,605,132.8,8,"Great effort today, pushed through the fatigue.",3,337
15513,2024-02-02,58.6,483,167.7,7,Crushed the personal records today!,10,334
15514,2023-01-12,96.64,697,138.7,6,"Great effort today, pushed through the fatigue.",5,390
15515,2023-06-21,111.8,711,131.2,3,Crushed the personal records today!,9,396
15516,2023-08-06,37.45,289,148.1,9,"Great effort today, pushed through the fatigue.",4,125
15517,2023-09-30,87.54,850,123.5,7,"A bit distracted, but finished the routine.",10,482
15518,2023-05-30,48.92,250,128.1,4,Needs to work on breathing technique during heavy lifts.,8,227
15519,2023-09-14,105.22,614,118.1,4,"Standard workout, no special issues.",5,277
15520,2023-04-02,105.09,859,120.0,1,"Struggled with the last few sets, might need more recovery.",6,245
15521,2023-10-14,54.49,311,139.5,10,Excellent form throughout the entire workout.,7,477
15522,2023-08-06,76.81,702,165.5,1,Felt a bit tired but completed the program.,1,265
15523,2023-08-23,67.16,490,182.1,4,"A bit distracted, but finished the routine.",7,344
15524,2023-04-20,43.67,337,128.5,4,"Standard workout, no special issues.",7,165
15525,2023-12-30,113.57,921,165.1,6,Felt a bit tired but completed the program.,8,258
15526,2024-02-28,44.86,246,124.5,5,Crushed the personal records today!,3,253
15527,2023-05-04,83.48,527,128.4,2,Excellent form throughout the entire workout.,7,171
15528,2023-06-02,64.96,335,116.7,4,"Struggled with the last few sets, might need more recovery.",4,108
15529,2023-09-27,66.91,460,173.9,6,Felt a bit tired but completed the program.,3,261
15530,2024-02-21,114.78,584,122.5,10,"Good pace, kept heart rate in the target zone.",2,157
15531,2023-12-12,35.14,326,112.4,6,"A bit distracted, but finished the routine.",3,100
15532,2023-01-26,31.39,303,161.6,10,Excellent form throughout the entire workout.,8,162
15533,2023-07-26,101.23,809,142.4,2,"A bit distracted, but finished the routine.",5,223
15534,2023-01-23,110.42,972,139.4,1,"Solid session, increased weights on main exercises.",7,453
15535,2023-10-10,105.44,818,133.6,8,"A bit distracted, but finished the routine.",6,383
15536,2024-02-13,106.35,796,155.5,6,Excellent form throughout the entire workout.,2,117
15537,2023-04-29,95.64,846,130.0,2,"Standard workout, no special issues.",10,301
15538,2023-07-17,78.05,455,127.4,5,Needs to work on breathing technique during heavy lifts.,10,106
15539,2024-02-04,89.33,473,172.9,3,"Solid session, increased weights on main exercises.",5,358
15540,2023-05-26,97.44,615,118.8,7,"Great effort today, pushed through the fatigue.",2,381
15541,2024-02-10,114.37,1124,135.6,6,"Solid session, increased weights on main exercises.",5,486
15542,2023-02-21,72.34,555,133.2,4,"Great effort today, pushed through the fatigue.",1,431
15543,2023-04-04,102.54,810,121.3,1,Excellent form throughout the entire workout.,9,267
15544,2023-01-15,69.0,589,137.0,4,"Struggled with the last few sets, might need more recovery.",4,427
15545,2023-07-08,77.28,533,112.7,3,"Great effort today, pushed through the fatigue.",7,290
15546,2023-10-10,110.69,871,184.0,2,Crushed the personal records today!,3,344
15547,2023-06-24,70.9,642,160.1,8,"Struggled with the last few sets, might need more recovery.",4,14
15548,2023-01-25,119.85,1047,116.1,9,"Solid session, increased weights on main exercises.",3,122
15549,2023-04-05,96.36,574,127.7,8,Crushed the personal records today!,10,185
15550,2023-02-26,69.42,514,136.1,4,Crushed the personal records today!,4,160
15551,2023-10-06,85.19,807,171.5,3,Felt a bit tired but completed the program.,2,393
15552,2023-03-13,47.14,419,176.9,2,"A bit distracted, but finished the routine.",4,440
15553,2023-01-30,100.27,629,173.2,10,"A bit distracted, but finished the routine.",1,309
15554,2023-06-14,64.08,478,115.4,7,"Struggled with the last few sets, might need more recovery.",9,240
15555,2023-02-24,77.97,497,149.4,6,"Standard workout, no special issues.",9,141
15556,2023-08-16,38.62,196,177.2,8,"Good pace, kept heart rate in the target zone.",8,455
15557,2023-08-21,62.14,418,140.5,5,"A bit distracted, but finished the routine.",5,84
15558,2023-04-17,65.48,465,148.9,10,"Standard workout, no special issues.",6,295
15559,2024-02-05,87.31,509,124.0,3,"Good pace, kept heart rate in the target zone.",6,282
15560,2023-05-25,51.73,408,162.6,5,Needs to work on breathing technique during heavy lifts.,8,134
15561,2024-01-17,60.29,456,142.7,8,"A bit distracted, but finished the routine.",2,6
15562,2023-05-28,38.55,329,133.1,8,"A bit distracted, but finished the routine.",9,451
15563,2023-07-01,71.78,536,138.8,8,Excellent form throughout the entire workout.,3,70
15564,2023-05-07,58.78,322,150.7,9,"A bit distracted, but finished the routine.",8,291
15565,2024-02-21,59.14,579,169.9,3,"Standard workout, no special issues.",9,365
15566,2023-09-12,30.62,182,148.2,5,Excellent form throughout the entire workout.,7,399
15567,2023-02-08,51.87,414,115.6,3,"Good pace, kept heart rate in the target zone.",2,45
15568,2024-01-11,43.14,410,171.2,3,"A bit distracted, but finished the routine.",7,250
15569,2023-10-15,114.45,608,136.5,8,"Good pace, kept heart rate in the target zone.",8,315
15570,2023-09-17,32.96,201,111.0,4,Felt a bit tired but completed the program.,10,55
15571,2023-12-15,106.38,548,180.5,4,"Good pace, kept heart rate in the target zone.",10,308
15572,2023-11-07,35.45,269,159.4,1,"Standard workout, no special issues.",4,485
15573,2024-01-19,72.95,599,117.0,3,"Good pace, kept heart rate in the target zone.",10,155
15574,2023-08-09,43.92,257,117.0,5,Needs to work on breathing technique during heavy lifts.,2,196
15575,2023-10-07,33.91,274,168.3,7,"Great effort today, pushed through the fatigue.",8,59
15576,2023-03-06,74.48,394,130.9,4,"Struggled with the last few sets, might need more recovery.",7,231
15577,2023-04-19,110.08,725,154.0,3,"Solid session, increased weights on main exercises.",8,171
15578,2023-03-28,104.44,530,166.1,3,"Struggled with the last few sets, might need more recovery.",3,204
15579,2024-01-05,60.72,519,173.3,10,"Solid session, increased weights on main exercises.",7,358
15580,2023-12-04,85.21,595,142.1,3,Crushed the personal records today!,10,101
15581,2023-04-24,65.86,648,140.6,9,"Good pace, kept heart rate in the target zone.",10,130
15582,2023-07-26,72.57,686,130.5,8,Felt a bit tired but completed the program.,3,162
15583,2023-09-06,39.78,347,130.8,7,Excellent form throughout the entire workout.,1,438
15584,2024-02-15,83.16,602,157.8,1,"Standard workout, no special issues.",9,84
15585,2023-10-27,45.43,248,177.6,5,"Solid session, increased weights on main exercises.",10,422
15586,2023-07-05,115.74,984,124.4,6,"Standard workout, no special issues.",6,460
15587,2024-01-31,67.68,660,128.3,6,Needs to work on breathing technique during heavy lifts.,6,64
15588,2023-03-10,46.51,253,113.8,3,"Solid session, increased weights on main exercises.",3,307
15589,2023-04-13,110.15,1025,139.8,4,"Standard workout, no special issues.",9,177
15590,2024-02-22,54.58,466,140.1,3,Needs to work on breathing technique during heavy lifts.,8,440
15591,2023-05-04,100.58,706,176.8,10,"Great effort today, pushed through the fatigue.",1,499
15592,2023-05-30,62.14,451,166.3,2,Excellent form throughout the entire workout.,6,356
15593,2023-07-05,35.45,282,132.9,3,"Great effort today, pushed through the fatigue.",5,114
15594,2024-02-22,31.12,281,133.2,6,"Struggled with the last few sets, might need more recovery.",2,310
15595,2023-06-05,69.41,576,124.7,6,"Standard workout, no special issues.",1,97
15596,2023-01-19,65.17,401,150.2,3,Needs to work on breathing technique during heavy lifts.,2,138
15597,2024-01-27,110.46,730,165.8,3,"Great effort today, pushed through the fatigue.",6,158
15598,2023-01-15,119.63,1081,127.0,1,"Standard workout, no special issues.",7,349
15599,2023-12-15,41.9,224,180.6,7,"Solid session, increased weights on main exercises.",8,459
15600,2023-02-03,43.0,326,111.2,10,"Solid session, increased weights on main exercises.",1,459
15601,2024-01-04,38.91,202,134.7,6,"Good pace, kept heart rate in the target zone.",4,115
15602,2023-07-06,92.16,851,125.9,7,"Standard workout, no special issues.",10,1
15603,2023-01-07,43.06,348,167.3,1,"Standard workout, no special issues.",6,300
15604,2023-09-18,33.49,254,123.7,10,"A bit distracted, but finished the routine.",6,359
15605,2023-02-23,99.84,839,138.9,7,"A bit distracted, but finished the routine.",9,288
15606,2023-03-10,66.56,640,134.3,1,"Great effort today, pushed through the fatigue.",5,199
15607,2023-12-26,49.4,417,178.6,8,"Good pace, kept heart rate in the target zone.",1,364
15608,2023-11-16,60.86,515,175.8,5,"A bit distracted, but finished the routine.",4,125
15609,2023-02-24,76.64,523,167.5,9,Crushed the personal records today!,3,184
15610,2023-12-23,77.61,597,154.6,2,"Great effort today, pushed through the fatigue.",8,434
15611,2023-09-15,118.31,949,111.9,10,"Solid session, increased weights on main exercises.",1,148
15612,2023-07-26,65.27,388,145.8,5,Felt a bit tired but completed the program.,3,191
15613,2023-06-09,79.11,630,134.8,6,Excellent form throughout the entire workout.,1,267
15614,2023-01-20,87.19,591,118.3,2,Felt a bit tired but completed the program.,10,315
15615,2023-06-08,37.63,188,144.9,2,Needs to work on breathing technique during heavy lifts.,4,221
15616,2023-11-28,96.21,954,178.4,4,Felt a bit tired but completed the program.,3,370
15617,2023-12-01,72.76,481,134.2,4,Excellent form throughout the entire workout.,2,48
15618,2023-07-21,43.08,400,127.4,2,"Standard workout, no special issues.",8,227
15619,2023-07-30,89.48,648,119.6,10,Crushed the personal records today!,2,150
15620,2023-01-19,42.21,324,152.2,1,"Great effort today, pushed through the fatigue.",8,378
15621,2023-10-17,97.91,838,113.7,5,"A bit distracted, but finished the routine.",2,461
15622,2023-04-09,35.29,263,153.6,8,"Great effort today, pushed through the fatigue.",8,223
15623,2023-09-27,85.03,605,162.3,9,Needs to work on breathing technique during heavy lifts.,3,109
15624,2023-08-05,110.99,978,132.1,3,Excellent form throughout the entire workout.,7,333
15625,2023-07-16,72.33,421,123.4,2,"Solid session, increased weights on main exercises.",9,176
15626,2023-07-05,72.82,374,112.2,5,"Good pace, kept heart rate in the target zone.",4,105
15627,2024-02-17,43.47,312,128.9,9,"Great effort today, pushed through the fatigue.",2,427
15628,2023-11-07,65.86,547,166.1,2,"Great effort today, pushed through the fatigue.",8,311
15629,2023-04-04,50.65,451,146.1,5,"Good pace, kept heart rate in the target zone.",4,228
15630,2023-09-08,54.8,541,120.1,9,Needs to work on breathing technique during heavy lifts.,4,220
15631,2023-08-01,115.55,966,156.3,2,"A bit distracted, but finished the routine.",7,262
15632,2023-06-05,52.68,454,182.6,8,Needs to work on breathing technique during heavy lifts.,7,176
15633,2023-10-26,37.34,244,118.7,3,"A bit distracted, but finished the routine.",5,45
15634,2023-05-15,72.7,423,138.3,2,"Standard workout, no special issues.",6,138
15635,2023-01-06,64.83,560,117.2,9,"Great effort today, pushed through the fatigue.",4,421
15636,2023-04-09,51.17,326,161.1,9,"Good pace, kept heart rate in the target zone.",7,265
15637,2023-08-02,54.59,533,175.4,4,"Great effort today, pushed through the fatigue.",2,398
15638,2024-01-17,78.68,698,122.6,3,"Struggled with the last few sets, might need more recovery.",6,50
15639,2023-12-30,60.12,436,167.4,7,"Great effort today, pushed through the fatigue.",7,341
15640,2023-02-10,77.56,531,132.2,3,"Great effort today, pushed through the fatigue.",8,421
15641,2023-09-01,82.67,746,112.0,10,Crushed the personal records today!,3,288
15642,2023-09-25,66.07,410,115.1,4,Felt a bit tired but completed the program.,4,103
15643,2023-04-30,39.29,226,161.5,4,Crushed the personal records today!,5,482
15644,2023-09-03,109.93,715,159.9,4,Crushed the personal records today!,9,499
15645,2023-03-25,42.93,246,147.4,6,Crushed the personal records today!,8,13
15646,2023-12-18,33.37,179,150.4,8,"A bit distracted, but finished the routine.",2,198
15647,2023-09-03,106.63,954,112.6,5,"A bit distracted, but finished the routine.",10,314
15648,2024-02-06,99.0,869,113.6,5,"Solid session, increased weights on main exercises.",2,212
15649,2023-02-07,76.23,382,172.3,3,"Great effort today, pushed through the fatigue.",1,203
15650,2023-11-18,88.21,803,129.7,1,"Struggled with the last few sets, might need more recovery.",4,446
15651,2024-02-23,101.23,536,164.1,7,Needs to work on breathing technique during heavy lifts.,3,166
15652,2023-05-25,78.06,448,163.9,2,"Great effort today, pushed through the fatigue.",10,471
15653,2023-07-20,95.88,750,143.4,7,"Standard workout, no special issues.",3,68
15654,2023-09-18,111.43,781,149.6,4,"Struggled with the last few sets, might need more recovery.",8,317
15655,2023-05-29,88.73,530,157.5,1,"Great effort today, pushed through the fatigue.",7,350
15656,2023-07-10,34.03,260,124.2,7,"Solid session, increased weights on main exercises.",3,270
15657,2024-01-29,112.76,593,142.2,8,"Standard workout, no special issues.",8,49
15658,2023-12-06,86.2,711,175.1,9,"Struggled with the last few sets, might need more recovery.",7,481
15659,2023-11-24,79.43,741,130.0,1,"A bit distracted, but finished the routine.",3,38
